siteId,currentSiteName,nameStatus,classification,attractivenessClass,attractivenessTier,latitude,longitude,regionId,regionName,continent,surfaceType,biomeClass,broadTerrain,specificTerrain,elevationM,coastalDistanceKm,riverDistanceKm,wetlandDistanceKm,ridgeDistanceKm,hostFeatureId,poiCount,poiIds,poiTypes,poiCurrentLabels,poiSummary,namingContext,proposedSiteName,proposedPronunciation,siteNamingNotes
SITE-149,,WORKING,CITY,PRIME,6,-45.266832,17.463451,R22,The Chains,Southwestern,LAND,GRASSLAND_STEPPE,GRASSLAND,STEPPE,82.0,243.2,839.3,4416.4,5818.6,,0,,,,,Region: The Chains || Continent: Southwestern || Class: City || Biome: Grassland Steppe || Broad: GRASSLAND || Specific: STEPPE,,,
SITE-150,,WORKING,TOWN,MAJOR,5,-48.035767,29.955534,R22,The Chains,Southwestern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY,0.0,5.0,2026.0,5517.3,7029.7,,0,,,,,Region: The Chains || Continent: Southwestern || Class: Town || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY,,,
SITE-151,,WORKING,VILLAGE,STRONG,4,-62.64813,58.183927,R22,The Chains,Southwestern,COASTAL_LAND,SAVANNA_WARM_GRASSLAND,COASTAL | GRASSLAND,ESTUARY | ISLAND | SAVANNA,33.7,10.0,4881.3,5575.1,8538.7,,0,,,,,Region: The Chains || Continent: Southwestern || Class: Village || Biome: Savanna Warm Grassland || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | ISLAND | SAVANNA,,,
SITE-152,,WORKING,HAMLET,GOOD,3,-54.047133,16.211677,R22,The Chains,Southwestern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY,0.0,3.0,889.1,4124.0,5750.1,,0,,,,,Region: The Chains || Continent: Southwestern || Class: Hamlet || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY,,,
SITE-153,,WORKING,HAMLET,MODEST,2,-53.294476,70.573762,R22,The Chains,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | ISLAND | RAIN_FOREST,35.0,1.0,4749.4,4642.2,8181.1,,1,POI-082,ISLAND,Emberchain Isle,POI-082 [ISLAND] Emberchain Isle,Region: The Chains || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | ISLAND | RAIN_FOREST || POIs: POI-082 [ISLAND] Emberchain Isle,,,
SITE-154,,WORKING,HAMLET,FRONTIER,1,-38.557085,23.968514,R22,The Chains,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,143.8,4.0,1664.0,5230.1,6473.5,,0,,,,,Region: The Chains || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST,,,
SITE-155,Yupanqui,CANONICAL,METROPOLIS,METROPOLIS,7,-48.118616,-65.100893,R23,Highwater,Southwestern,LAND,SUBTROPICAL_DENSE_FOREST,BUILT_ENVIRONMENT | FOREST | GENERALIST,CASTLE | CITY | FOREST_FLOOR | GENERALIST | RAIN_FOREST | ROAD | VILLAGE | WORKSHOP,1085.9,2489.1,1277.8,1104.2,1060.3,,0,,,,,Region: Highwater || Continent: Southwestern || Class: Metropolis || Biome: Subtropical Dense Forest || Broad: BUILT_ENVIRONMENT | FOREST | GENERALIST || Specific: CASTLE | CITY | FOREST_FLOOR | GENERALIST | RAIN_FOREST | ROAD | VILLAGE | WORKSHOP,,,
SITE-156,,WORKING,CITY,PRIME,6,-73.962504,-43.660959,R23,Highwater,Southwestern,DELTA,WETLAND_DELTA,FRESHWATER | WETLAND,BOG | DELTA | FLOODPLAIN | MUDFLAT | RIVER,65.0,222.4,18.3,0.0,1877.3,DELTA-0158,0,,,,,Region: Highwater || Continent: Southwestern || Class: City || Biome: Wetland Delta || Broad: FRESHWATER | WETLAND || Specific: BOG | DELTA | FLOODPLAIN | MUDFLAT | RIVER,,,
SITE-157,,WORKING,TOWN,MAJOR,5,-58.699681,-44.796552,R23,Highwater,Southwestern,DELTA,WETLAND_DELTA,FRESHWATER | WETLAND,BOG | DELTA | FLOODPLAIN | MUDFLAT,131.4,378.1,270.8,0.0,1082.7,,1,POI-079,WETLAND,Southern Blackmarsh,POI-079 [WETLAND] Southern Blackmarsh,Region: Highwater || Continent: Southwestern || Class: Town || Biome: Wetland Delta || Broad: FRESHWATER | WETLAND || Specific: BOG | DELTA | FLOODPLAIN | MUDFLAT || POIs: POI-079 [WETLAND] Southern Blackmarsh,,,
SITE-158,,WORKING,VILLAGE,STRONG,4,-50.140458,-52.192152,R23,Highwater,Southwestern,LAND,GRASSLAND_STEPPE,GRASSLAND,STEPPE,1152.5,455.8,145.2,613.8,587.2,,2,POI-048 | POI-071,RIVER | RAPIDS,Southern Great River | Southern Great River Rapids,POI-048 [RIVER] Southern Great River; POI-071 [RAPIDS] Southern Great River Rapids,Region: Highwater || Continent: Southwestern || Class: Village || Biome: Grassland Steppe || Broad: GRASSLAND || Specific: STEPPE || POIs: POI-048 [RIVER] Southern Great River; POI-071 [RAPIDS] Southern Great River Rapids,,,
SITE-159,,WORKING,HAMLET,GOOD,3,-41.390532,-80.76067,R23,Highwater,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,723.7,14.7,2572.6,2567.0,1723.5,,0,,,,,Region: Highwater || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST,,,
SITE-160,,WORKING,HAMLET,MODEST,2,-62.800836,-75.299008,R23,Highwater,Southwestern,LAND,SUBTROPICAL_DENSE_FOREST,FOREST,FOREST_FLOOR | RAIN_FOREST,303.6,88.9,1720.6,1321.3,2498.7,,0,,,,,Region: Highwater || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: FOREST || Specific: FOREST_FLOOR | RAIN_FOREST,,,
SITE-161,,WORKING,HAMLET,FRONTIER,1,-43.457911,-41.790224,R23,Highwater,Southwestern,LAND,ALPINE_MOUNTAIN,MOUNTAIN,ALPINE | PLATEAU,2927.0,74.0,991.1,1243.8,157.5,,0,,,,,Region: Highwater || Continent: Southwestern || Class: Hamlet || Biome: Alpine Mountain || Broad: MOUNTAIN || Specific: ALPINE | PLATEAU,,,
SITE-162,Lacerta Shore,CANONICAL,METROPOLIS,METROPOLIS,7,-62.173143,-89.240738,R24,Southcanopy,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,BUILT_ENVIRONMENT | COASTAL | FOREST | GENERALIST,CASTLE | CITY | ESTUARY | FOREST_FLOOR | GENERALIST | RAIN_FOREST | ROAD | VILLAGE | WORKSHOP,44.2,39.3,3034.0,2647.0,3372.5,,0,,,,,Region: Southcanopy || Continent: Southwestern || Class: Metropolis || Biome: Subtropical Dense Forest || Broad: BUILT_ENVIRONMENT | COASTAL | FOREST | GENERALIST || Specific: CASTLE | CITY | ESTUARY | FOREST_FLOOR | GENERALIST | RAIN_FOREST | ROAD | VILLAGE | WORKSHOP,,,
SITE-163,,WORKING,CITY,PRIME,6,-37.169788,-102.750626,R24,Southcanopy,Southwestern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY,0.0,8.9,4660.1,4596.4,3266.7,,0,,,,,Region: Southcanopy || Continent: Southwestern || Class: City || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY,,,
SITE-164,,WORKING,TOWN,MAJOR,5,-47.098292,-90.541327,R24,Southcanopy,Southwestern,LAND,GRASSLAND_STEPPE,GRASSLAND,STEPPE,174.9,258.0,3538.2,3132.7,2794.4,,0,,,,,Region: Southcanopy || Continent: Southwestern || Class: Town || Biome: Grassland Steppe || Broad: GRASSLAND || Specific: STEPPE,,,
SITE-165,,WORKING,VILLAGE,STRONG,4,-66.018833,-78.056916,R24,Southcanopy,Southwestern,LAND,SAVANNA_WARM_GRASSLAND,GRASSLAND,SAVANNA,96.3,85.0,1933.4,1548.6,2803.9,,0,,,,,Region: Southcanopy || Continent: Southwestern || Class: Village || Biome: Savanna Warm Grassland || Broad: GRASSLAND || Specific: SAVANNA,,,
SITE-166,,WORKING,HAMLET,GOOD,3,-32.405701,-94.501684,R24,Southcanopy,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,37.7,26.8,3896.6,4178.6,2326.5,,0,,,,,Region: Southcanopy || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST,,,
SITE-167,,WORKING,HAMLET,MODEST,2,-37.745689,-83.021081,R24,Southcanopy,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,589.5,8.3,2757.1,2965.7,1685.0,,0,,,,,Region: Southcanopy || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST,,,
SITE-168,,WORKING,HAMLET,FRONTIER,1,-53.787155,-78.111425,R24,Southcanopy,Southwestern,LAND,SUBTROPICAL_DENSE_FOREST,FOREST,FOREST_FLOOR | RAIN_FOREST,656.6,109.4,2225.4,1816.0,2214.4,,0,,,,,Region: Southcanopy || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: FOREST || Specific: FOREST_FLOOR | RAIN_FOREST,,,
SITE-169,Serpentis,CANONICAL,METROPOLIS,METROPOLIS,7,-72.707695,-23.324293,R25,Marshroot,Southwestern,LAND,SUBTROPICAL_DENSE_FOREST,BUILT_ENVIRONMENT | FOREST | GENERALIST,CASTLE | CITY | FOREST_FLOOR | GENERALIST | RAIN_FOREST | ROAD | VILLAGE | WORKSHOP,55.4,62.2,613.2,253.4,2638.7,,1,POI-092,OCEAN,Southern Ocean,POI-092 [OCEAN] Southern Ocean,Region: Marshroot || Continent: Southwestern || Class: Metropolis || Biome: Subtropical Dense Forest || Broad: BUILT_ENVIRONMENT | FOREST | GENERALIST || Specific: CASTLE | CITY | FOREST_FLOOR | GENERALIST | RAIN_FOREST | ROAD | VILLAGE | WORKSHOP || POIs: POI-092 [OCEAN] Southern Ocean,,,
SITE-170,,WORKING,CITY,PRIME,6,-61.818211,-34.3432,R25,Marshroot,Southwestern,DELTA,WETLAND_DELTA,FRESHWATER | WETLAND,BOG | DELTA | FLOODPLAIN | MUDFLAT,65.0,1380.2,458.6,0.0,1542.3,DELTA-0142,0,,,,,Region: Marshroot || Continent: Southwestern || Class: City || Biome: Wetland Delta || Broad: FRESHWATER | WETLAND || Specific: BOG | DELTA | FLOODPLAIN | MUDFLAT,,,
SITE-171,,WORKING,TOWN,MAJOR,5,-37.978287,-19.978419,R25,Marshroot,Southwestern,LAND,SAVANNA_WARM_GRASSLAND,FRESHWATER | GRASSLAND,FLOODPLAIN | RIVER | SAVANNA,998.1,83.6,9.8,2169.7,2300.5,,0,,,,,Region: Marshroot || Continent: Southwestern || Class: Town || Biome: Savanna Warm Grassland || Broad: FRESHWATER | GRASSLAND || Specific: FLOODPLAIN | RIVER | SAVANNA,,,
SITE-172,,WORKING,VILLAGE,STRONG,4,-60.403762,-8.383211,R25,Marshroot,Southwestern,COASTAL_LAND,GRASSLAND_STEPPE,COASTAL | GRASSLAND,ESTUARY | STEPPE,56.6,30.6,1565.2,1711.5,3540.8,,1,POI-011,WHIRLPOOL,Ocean Whirlpool,POI-011 [WHIRLPOOL] Ocean Whirlpool,Region: Marshroot || Continent: Southwestern || Class: Village || Biome: Grassland Steppe || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | STEPPE || POIs: POI-011 [WHIRLPOOL] Ocean Whirlpool,,,
SITE-173,,WORKING,HAMLET,GOOD,3,-51.050407,7.455035,R25,Marshroot,Southwestern,LAND,ICE_SNOW_GLACIER,POLAR_ICE,GLACIER | PACK_ICE,56.0,190.3,347.3,3347.9,4882.8,,0,,,,,Region: Marshroot || Continent: Southwestern || Class: Hamlet || Biome: Ice Snow Glacier || Broad: POLAR_ICE || Specific: GLACIER | PACK_ICE,,,
SITE-174,,WORKING,HAMLET,MODEST,2,-45.932742,-39.663859,R25,Marshroot,Southwestern,LAND,SUBTROPICAL_DENSE_FOREST,FOREST,FOREST_FLOOR | RAIN_FOREST,1559.2,66.1,1116.1,1036.4,323.9,,0,,,,,Region: Marshroot || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: FOREST || Specific: FOREST_FLOOR | RAIN_FOREST,,,
SITE-175,,WORKING,HAMLET,FRONTIER,1,-36.216296,7.17205,R25,Marshroot,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,1207.5,11.9,407.7,3922.7,4896.9,,1,POI-088,PLATEAU,Eastern Grassland Upland,POI-088 [PLATEAU] Eastern Grassland Upland,Region: Marshroot || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST || POIs: POI-088 [PLATEAU] Eastern Grassland Upland,,,
