policyRef,personalityId,family,motivation,operatingStyle,structureOrientation,administrationMode,ownershipMode,allocationMode,legitimacyBasis,authoritySource,loquacity,emotionalTemperature,outlookOrientation,collaborativePosture,overriddenFields
PERSONALITY_PROFILE_DIMENSIONS_V1,PERFECTION_SYMMETRY_PREFERENCE_EXPRESSION,PERFECTION,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SINGLE_ENTITY,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSEVERANCE_DROUGHT_OR_COLD_ENDURANCE_EXPRESSION,PERSEVERANCE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSEVERANCE_LABOR_EXPLOITATION_WOUND,PERSEVERANCE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSEVERANCE_METHOD_SWITCHING_EXPRESSION,PERSEVERANCE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSEVERANCE_PERSISTENT_PURSUIT_EXPRESSION,PERSEVERANCE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSEVERANCE_SUFFERING_AS_PROOF_CONFLICT,PERSEVERANCE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSEVERANCE_SURVIVAL_PERSISTENCE_WOUND,PERSEVERANCE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSPECTIVE_GOD_S_EYE_CONFLICT,PERSPECTIVE,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSPECTIVE_PERSISTENT_MISREADING_WOUND,PERSPECTIVE,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERSPECTIVE_VISUAL_VANTAGE_EXPRESSION,PERSPECTIVE,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PLEASURE_BASKING_EXPRESSION,PLEASURE,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PLEASURE_EXPLORATION_PLEASURE_EXPRESSION,PLEASURE,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PLEASURE_JOY_BRINGER_CONFLICT,PLEASURE,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PLEASURE_PLAY_EXPRESSION,PLEASURE,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PLEASURE_PLEASURE_TABOO_CONFLICT,PLEASURE,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,POSSESSION_CACHE_GUARDING_EXPRESSION,POSSESSION,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POSSESSION_CULTURAL_PROPERTY_WOUND,POSSESSION,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POSSESSION_GUARDIAN_VERSUS_OWNER_CONFLICT,POSSESSION,ALTRUISTIC,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,collaborativePosture | motivation
PERSONALITY_PROFILE_DIMENSIONS_V1,POSSESSION_HOARD_MASTER_CONFLICT,POSSESSION,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POSSESSION_NEST_DECORATION_EXPRESSION,POSSESSION,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POWER_CAPTURED_RESOURCE_WOUND,POWER,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POWER_COLONIAL_POWER_WOUND,POWER,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POWER_PHYSICAL_POWER_EXPRESSION,POWER,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POWER_REPRODUCTIVE_POWER_EXPRESSION,POWER,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,POWER_SINGLE_WEAKNESS_CONFLICT,POWER,SELFISH,SOLO,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,PROTECTION_GUARDIAN_CURSE_CONFLICT,PROTECTION,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,PROTECTION_PROTECTOR_AS_PERPETRATOR_WOUND,PROTECTION,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,PROTECTION_THREAT_CREATION_CONFLICT,PROTECTION,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,PROTECTION_WORLD_SHIELD_CONFLICT,PROTECTION,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,PROTECTION_YOUNG_SHIELDING_EXPRESSION,PROTECTION,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,PURPOSE_DISPOSSESSION_PURPOSE_WOUND,PURPOSE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PURPOSE_MIGRATION_PURPOSE_EXPRESSION,PURPOSE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PURPOSE_SUCCESS_DISSOLUTION_CONFLICT,PURPOSE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,REACTANCE_HANDLING_REACTANCE_EXPRESSION,REACTANCE,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,REACTANCE_OCCUPATION_REACTANCE_WOUND,REACTANCE,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,REACTANCE_REVERSE_COMPULSION_CONFLICT,REACTANCE,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,RECIPROCITY_CLEANING_MUTUALISM_EXPRESSION,RECIPROCITY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,CHARTERED,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,RECIPROCITY_EXTRACTIVE_EXCHANGE_WOUND,RECIPROCITY,SELFISH,TEAMWORK,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,CUSTOMARY,CHARTERED,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,motivation | ownershipMode
PERSONALITY_PROFILE_DIMENSIONS_V1,RECIPROCITY_FOOD_SHARING_EXPRESSION,RECIPROCITY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,CHARTERED,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,RECIPROCITY_GENEROSITY_WITHOUT_RECEIVING_CONFLICT,RECIPROCITY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,CHARTERED,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,RECIPROCITY_GIFT_AS_BINDING_CONFLICT,RECIPROCITY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,CHARTERED,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,RECOGNITION_COURTSHIP_DISPLAY_EXPRESSION,RECOGNITION,RECIPROCAL,TEAMWORK,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,RECOGNITION_CREDIT_THEFT_WOUND,RECOGNITION,RECIPROCAL,TEAMWORK,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RECOGNITION_MISRECOGNIZED_MONSTER_CONFLICT,RECOGNITION,RECIPROCAL,TEAMWORK,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,REPAIR_DESTROYED_INFRASTRUCTURE_WOUND,REPAIR,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,REPAIR_STRUCTURE_REPAIR_EXPRESSION,REPAIR,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,REPAIR_UNREPAIRABLE_ORIGIN_CONFLICT,REPAIR,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,REPUTATION_INHERITED_LEGEND_CONFLICT,REPUTATION,RECIPROCAL,TEAMWORK,ORDERED,DELEGATED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,REPUTATION_THREAT_MEMORY_EXPRESSION,REPUTATION,RECIPROCAL,TEAMWORK,ORDERED,DELEGATED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,TALKATIVE,IRRITABLE,NEUTRAL,JUST_ENOUGH,emotionalTemperature
PERSONALITY_PROFILE_DIMENSIONS_V1,RESTRAINT_ATTACK_INHIBITION_EXPRESSION,RESTRAINT,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RESTRAINT_CATASTROPHE_CONTAINED_CONFLICT,RESTRAINT,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RESTRAINT_PUNISHED_EXPRESSION_WOUND,RESTRAINT,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RESTRAINT_SCARCITY_RESTRAINT_WOUND,RESTRAINT,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,RISK_LEAP_OR_DIVE_EXPRESSION,RISK,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RISK_OPEN_FORAGING_EXPRESSION,RISK,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RISK_PRECARITY_WOUND,RISK,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RISK_PROPHECY_CALCULATION_CONFLICT,RISK,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RISK_SOCIAL_RISK_SHARING_EXPRESSION,RISK,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,RISK_UNEQUAL_RISK_WOUND,RISK,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,SCARCITY_CACHE_EXPRESSION,SCARCITY,RECIPROCAL,SITUATIONAL,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,SCARCITY_LAND_LOSS_SCARCITY,SCARCITY,RECIPROCAL,SITUATIONAL,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,SCARCITY_LAST_RESOURCE_CONFLICT,SCARCITY,RECIPROCAL,SITUATIONAL,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,SCARCITY_MEMORY_OF_LACK_CONFLICT,SCARCITY,RECIPROCAL,SITUATIONAL,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,SCARCITY_METABOLIC_SLOWING_EXPRESSION,SCARCITY,RECIPROCAL,SITUATIONAL,NEUTRAL,CENTRALIZED,SINGLE_ENTITY,PLANNED,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,SECRECY_MASK_WITHIN_MASK_CONFLICT,SECRECY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SECRECY_PERSECUTION_SECRECY_WOUND,SECRECY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,WITHHOLDING,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,SECRECY_ROUTE_SECRECY_EXPRESSION,SECRECY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SECRECY_SECRET_INSTITUTION_WOUND,SECRECY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_KNOWLEDGE_EXTERNALLY_DEFINED_WOUND,SELF_KNOWLEDGE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_KNOWLEDGE_GASLIGHTING_WOUND,SELF_KNOWLEDGE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_KNOWLEDGE_MIRROR_RECOGNITION_EXPRESSION,SELF_KNOWLEDGE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_KNOWLEDGE_SPLIT_SOUL_CONFLICT,SELF_KNOWLEDGE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_KNOWLEDGE_STATE_AWARENESS_EXPRESSION,SELF_KNOWLEDGE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_REGARD_FLAW_REVELATION_CONFLICT,SELF_REGARD,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_REGARD_INVULNERABILITY_DISPLAY_EXPRESSION,SELF_REGARD,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_REGARD_OVERCOMPENSATION_WOUND,SELF_REGARD,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_REGARD_RANK_DISPLAY_EXPRESSION,SELF_REGARD,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_REGARD_SHAME_BOUND_FORM_CONFLICT,SELF_REGARD,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,SELF_REGARD_UNADVERTISED_ASSURANCE_EXPRESSION,SELF_REGARD,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,STATUS_CASTE_HUMILIATION_WOUND,STATUS,RECIPROCAL,TEAMWORK,ORDERED,CENTRALIZED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,STATUS_FALLEN_DIVINITY_CONFLICT,STATUS,RECIPROCAL,TEAMWORK,ORDERED,CENTRALIZED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,STATUS_ORNAMENT_RANK_EXPRESSION,STATUS,RECIPROCAL,TEAMWORK,ORDERED,CENTRALIZED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,STATUS_RACIALIZED_RANK_WOUND,STATUS,RECIPROCAL,TEAMWORK,ORDERED,CENTRALIZED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,STATUS_VICTORY_RANK_EXPRESSION,STATUS,RECIPROCAL,TEAMWORK,ORDERED,CENTRALIZED,SHARED_TITLE,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_EXTRACTION_WOUND,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,PESSIMISTIC,HELPFUL,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,STEWARDSHIP_FUTURE_SIGHT_CONFLICT,STEWARDSHIP,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
