researchUnitId,unitType,populationKind,initialRegion,groupIds,breedIds,personalityId,terrainBroad,terrainSpecific,status,evidenceRefs,inheritedBreedCount,inheritedBreedIds
SPC_PRISTIS_PRISTIS,BEAST_SPECIES,BEAST,R12,B19,BRD_LARGETOOTH_SAWFISH,EMBODIMENT_WEAPON_BODY_CONFLICT,OCEAN | COASTAL | FRESHWATER,ESTUARY | RIVER | LAKE,SIMULATION_READY,EVD_JRN_R12_B01_SPC_PRISTIS_PRISTIS_PERSONALITY_ID_001 | EVD_JRN_R12_B01_SPC_PRISTIS_PRISTIS_TERRAIN_BROAD_001 | EVD_JRN_R12_B01_SPC_PRISTIS_PRISTIS_TERRAIN_SPECIFIC_001,1,BRD_LARGETOOTH_SAWFISH
SPC_PRISTIS_ZIJSRON,BEAST_SPECIES,BEAST,R12,B19,BRD_GREEN_SAWFISH,EMBODIMENT_WEAPON_BODY_CONFLICT,OCEAN | COASTAL,ISLAND | PELAGIC,SIMULATION_READY,EVD_JRN_R12_B01_SPC_PRISTIS_ZIJSRON_PERSONALITY_ID_001 | EVD_JRN_R12_B01_SPC_PRISTIS_ZIJSRON_TERRAIN_BROAD_001 | EVD_JRN_R12_B01_SPC_PRISTIS_ZIJSRON_TERRAIN_SPECIFIC_001,1,BRD_GREEN_SAWFISH
SPC_PROBOSCIGER_ATERRIMUS,BEAST_SPECIES,BEAST,R19,B14,BRD_PALM_COCKATOO,EXPRESSION_TACTILE_EXPRESSION,FOREST | COASTAL,RAIN_FOREST | WOODLAND | FOREST_EDGE | CANOPY,SIMULATION_READY,EVD_JRN_R19_B01_SPC_PROBOSCIGER_ATERRIMUS_PERSONALITY_ID_001 | EVD_JRN_R19_B01_SPC_PROBOSCIGER_ATERRIMUS_TERRAIN_BROAD_001 | EVD_JRN_R19_B01_SPC_PROBOSCIGER_ATERRIMUS_TERRAIN_SPECIFIC_001,1,BRD_PALM_COCKATOO
SPC_PROCAMBARUS_CLARKII,BEAST_SPECIES,BEAST,R25,B02,BRD_RED_SWAMP_CRAYFISH,DOMINANCE_RESOURCE_MONOPOLY_EXPRESSION,FRESHWATER | WETLAND | SUBTERRANEAN,RIVER | POND | MARSH | BURROW,SIMULATION_READY,EVD_JRN_R25_B02_SPC_PROCAMBARUS_CLARKII_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_PROCAMBARUS_CLARKII_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_PROCAMBARUS_CLARKII_TERRAIN_SPECIFIC_001,1,BRD_RED_SWAMP_CRAYFISH
SPC_PROCAVIA_CAPENSIS,BEAST_SPECIES,BEAST,R11,B07,BRD_ROCK_HYRAX,TRUST_ALARM_RELIABILITY_EXPRESSION,MOUNTAIN | GRASSLAND | DESERT,CLIFF | SAVANNA | SCRUBLAND,SIMULATION_READY,EVD_JRN_R11_B01_SPC_PROCAVIA_CAPENSIS_PERSONALITY_ID_001 | EVD_JRN_R11_B01_SPC_PROCAVIA_CAPENSIS_TERRAIN_BROAD_001 | EVD_JRN_R11_B01_SPC_PROCAVIA_CAPENSIS_TERRAIN_SPECIFIC_001,1,BRD_ROCK_HYRAX
SPC_PROCNIAS_ALBUS,BEAST_SPECIES,BEAST,R08,B21,BRD_WHITE_BELLBIRD,EXPRESSION_WORLD_CHANGING_VOICE_CONFLICT,FOREST | MOUNTAIN,RAIN_FOREST | CANOPY | PLATEAU,SIMULATION_READY,EVD_JRN_R08_B01_SPC_PROCNIAS_ALBUS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_PROCNIAS_ALBUS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_PROCNIAS_ALBUS_TERRAIN_SPECIFIC_001,1,BRD_WHITE_BELLBIRD
SPC_PROCYON_LOTOR,BEAST_SPECIES,BEAST,R02,B05,BRD_COMMON_RACCOON,NOVELTY_STRATEGY_SWITCH_EXPRESSION,FOREST | FRESHWATER | SUBTERRANEAN,WOODLAND | RIVER | LAKE | POND | BURROW,SIMULATION_READY,EVD_JRN_R02_B02_SPC_PROCYON_LOTOR_PERSONALITY_ID_001 | EVD_JRN_R02_B02_SPC_PROCYON_LOTOR_TERRAIN_BROAD_001 | EVD_JRN_R02_B02_SPC_PROCYON_LOTOR_TERRAIN_SPECIFIC_001,1,BRD_COMMON_RACCOON
SPC_PROECHIMYS_SEMISPINOSUS,BEAST_SPECIES,BEAST,R20,B18,BRD_COMMON_SPINY_RAT,STEWARDSHIP_SEED_DISPERSAL_EXPRESSION,FOREST,RAIN_FOREST | FOREST_FLOOR,SIMULATION_READY,EVD_JRN_R20_B01_SPC_PROECHIMYS_SEMISPINOSUS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_PROECHIMYS_SEMISPINOSUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_PROECHIMYS_SEMISPINOSUS_TERRAIN_SPECIFIC_001,1,BRD_COMMON_SPINY_RAT
SPC_PROGNE_SUBIS,BEAST_SPECIES,BEAST,R08,B21,BRD_PURPLE_MARTIN,BELONGING_COLONY_EXPRESSION,FRESHWATER | BUILT_ENVIRONMENT | GRASSLAND,LAKE | POND | CITY | MEADOW,SIMULATION_READY,EVD_JRN_R08_B01_SPC_PROGNE_SUBIS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_PROGNE_SUBIS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_PROGNE_SUBIS_TERRAIN_SPECIFIC_001,1,BRD_PURPLE_MARTIN
SPC_PROPITHECUS_VERREAUXI,BEAST_SPECIES,BEAST,R15,B16,BRD_VERREAUX_S_SIFAKA,EMBODIMENT_FUNCTIONAL_BODY_EXPRESSION,FOREST | GRASSLAND,RAIN_FOREST | WOODLAND | SCRUBLAND | CANOPY,SIMULATION_READY,EVD_JRN_R15_B01_SPC_PROPITHECUS_VERREAUXI_PERSONALITY_ID_001 | EVD_JRN_R15_B01_SPC_PROPITHECUS_VERREAUXI_TERRAIN_BROAD_001 | EVD_JRN_R15_B01_SPC_PROPITHECUS_VERREAUXI_TERRAIN_SPECIFIC_001,1,BRD_VERREAUX_S_SIFAKA
SPC_PROSTHEMADERA_NOVAESEELANDIAE,BEAST_SPECIES,BEAST,R08,B21,BRD_TUI,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,FOREST | BUILT_ENVIRONMENT,WOODLAND | FOREST_EDGE | FLOWERING_HABITAT | CITY,SIMULATION_READY,EVD_JRN_R08_B01_SPC_PROSTHEMADERA_NOVAESEELANDIAE_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_PROSTHEMADERA_NOVAESEELANDIAE_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_PROSTHEMADERA_NOVAESEELANDIAE_TERRAIN_SPECIFIC_001,1,BRD_TUI
SPC_PROTELES_CRISTATA,BEAST_SPECIES,BEAST,R02,B05,BRD_AARDWOLF,DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION,GRASSLAND | SUBTERRANEAN,SAVANNA | PRAIRIE | BURROW,SIMULATION_READY,EVD_JRN_R02_B02_SPC_PROTELES_CRISTATA_PERSONALITY_ID_001 | EVD_JRN_R02_B02_SPC_PROTELES_CRISTATA_TERRAIN_BROAD_001 | EVD_JRN_R02_B02_SPC_PROTELES_CRISTATA_TERRAIN_SPECIFIC_001,1,BRD_AARDWOLF
SPC_PROTEUS_ANGUINUS,BEAST_SPECIES,BEAST,R13,B01,BRD_OLM,SCARCITY_METABOLIC_SLOWING_EXPRESSION,SUBTERRANEAN | FRESHWATER,CAVE | KARST | RIVER,SIMULATION_READY,EVD_JRN_R13_B01_SPC_PROTEUS_ANGUINUS_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_PROTEUS_ANGUINUS_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_PROTEUS_ANGUINUS_TERRAIN_SPECIFIC_001,1,BRD_OLM
SPC_PROTOPTERUS_ANNECTENS,BEAST_SPECIES,BEAST,R14,B04,BRD_WEST_AFRICAN_LUNGFISH,SCARCITY_METABOLIC_SLOWING_EXPRESSION,FRESHWATER | WETLAND | SUBTERRANEAN,RIVER | SWAMP | BURROW | SOIL,SIMULATION_READY,EVD_JRN_R14_B01_SPC_PROTOPTERUS_ANNECTENS_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_PROTOPTERUS_ANNECTENS_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_PROTOPTERUS_ANNECTENS_TERRAIN_SPECIFIC_001,1,BRD_WEST_AFRICAN_LUNGFISH
SPC_PSEUDOBRANCHUS_STRIATUS,BEAST_SPECIES,BEAST,R13,B01,BRD_DWARF_SIREN,SCARCITY_METABOLIC_SLOWING_EXPRESSION,FRESHWATER | WETLAND | SUBTERRANEAN,POND | SWAMP | BURROW | SOIL,SIMULATION_READY,EVD_JRN_R13_B01_SPC_PSEUDOBRANCHUS_STRIATUS_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_PSEUDOBRANCHUS_STRIATUS_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_PSEUDOBRANCHUS_STRIATUS_TERRAIN_SPECIFIC_001,1,BRD_DWARF_SIREN
SPC_PSEUDORCA_CRASSIDENS,BEAST_SPECIES,BEAST,R01,B06,BRD_FALSE_KILLER_WHALE,COOPERATION_COOPERATIVE_HUNTING_EXPRESSION,OCEAN,PELAGIC,SIMULATION_READY,EVD_JRN_R01_B02_SPC_PSEUDORCA_CRASSIDENS_PERSONALITY_ID_001 | EVD_JRN_R01_B02_SPC_PSEUDORCA_CRASSIDENS_TERRAIN_BROAD_001 | EVD_JRN_R01_B02_SPC_PSEUDORCA_CRASSIDENS_TERRAIN_SPECIFIC_001,1,BRD_FALSE_KILLER_WHALE
SPC_PSEUDOTRITON_RUBER,BEAST_SPECIES,BEAST,R13,B01,BRD_RED_SALAMANDER,TRUTH_MIMICRY_EXPRESSION,FOREST | FRESHWATER | WETLAND,WOODLAND | RIVER | SWAMP,SIMULATION_READY,EVD_JRN_R13_B01_SPC_PSEUDOTRITON_RUBER_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_PSEUDOTRITON_RUBER_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_PSEUDOTRITON_RUBER_TERRAIN_SPECIFIC_001,1,BRD_RED_SALAMANDER
SPC_PSILOPOGON_VIRENS,BEAST_SPECIES,BEAST,R22,B13,BRD_GREAT_BARBET,EXPRESSION_VOCAL_EXPRESSION,FOREST | MOUNTAIN,MONTANE_FOREST | CANOPY | FOREST_EDGE,SIMULATION_READY,EVD_JRN_R22_B01_SPC_PSILOPOGON_VIRENS_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_PSILOPOGON_VIRENS_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_PSILOPOGON_VIRENS_TERRAIN_SPECIFIC_001,1,BRD_GREAT_BARBET
SPC_PSITTACUS_ERITHACUS,BEAST_SPECIES,BEAST,R19,B14,BRD_AFRICAN_GREY_PARROT,CURIOSITY_PROBLEM_SOLVING_EXPRESSION,FOREST | GRASSLAND | FRESHWATER,RAIN_FOREST | CANOPY | FOREST_EDGE | SAVANNA | RIVER,SIMULATION_READY,EVD_JRN_R19_B01_SPC_PSITTACUS_ERITHACUS_PERSONALITY_ID_001 | EVD_JRN_R19_B01_SPC_PSITTACUS_ERITHACUS_TERRAIN_BROAD_001 | EVD_JRN_R19_B01_SPC_PSITTACUS_ERITHACUS_TERRAIN_SPECIFIC_001,1,BRD_AFRICAN_GREY_PARROT
SPC_PTERIDOPHORA_ALBERTI,BEAST_SPECIES,BEAST,R08,B21,BRD_KING_OF_SAXONY_BIRD_OF_PARADISE,DESIRE_COURTSHIP_DISPLAY_EXPRESSION,MOUNTAIN | FOREST,CLOUD_FOREST | MONTANE_FOREST,SIMULATION_READY,EVD_JRN_R08_B01_SPC_PTERIDOPHORA_ALBERTI_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_PTERIDOPHORA_ALBERTI_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_PTERIDOPHORA_ALBERTI_TERRAIN_SPECIFIC_001,1,BRD_KING_OF_SAXONY_BIRD_OF_PARADISE
SPC_PTEROCLES_ALCHATA,BEAST_SPECIES,BEAST,R17,B15,BRD_PIN_TAILED_SANDGROUSE,CARE_CARRYING_EXPRESSION,DESERT | GRASSLAND | FRESHWATER | BUILT_ENVIRONMENT,STEPPE | HOT_DESERT | MUDFLAT | FARMLAND | POND,SIMULATION_READY,EVD_JRN_R17_B01_SPC_PTEROCLES_ALCHATA_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_PTEROCLES_ALCHATA_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_PTEROCLES_ALCHATA_TERRAIN_SPECIFIC_001,1,BRD_PIN_TAILED_SANDGROUSE
SPC_PTEROCLES_EXUSTUS,BEAST_SPECIES,BEAST,R17,B15,BRD_CHESTNUT_BELLIED_SANDGROUSE,CARE_CARRYING_EXPRESSION,DESERT | GRASSLAND | FRESHWATER | BUILT_ENVIRONMENT,HOT_DESERT | SAVANNA | SCRUBLAND | FARMLAND | POND,SIMULATION_READY,EVD_JRN_R17_B01_SPC_PTEROCLES_EXUSTUS_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_PTEROCLES_EXUSTUS_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_PTEROCLES_EXUSTUS_TERRAIN_SPECIFIC_001,1,BRD_CHESTNUT_BELLIED_SANDGROUSE
SPC_PTEROCLES_NAMAQUA,BEAST_SPECIES,BEAST,R17,B15,BRD_NAMAQUA_SANDGROUSE,CARE_CARRYING_EXPRESSION,DESERT | GRASSLAND | FRESHWATER,HOT_DESERT | SAVANNA | SCRUBLAND | POND,SIMULATION_READY,EVD_JRN_R17_B01_SPC_PTEROCLES_NAMAQUA_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_PTEROCLES_NAMAQUA_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_PTEROCLES_NAMAQUA_TERRAIN_SPECIFIC_001,1,BRD_NAMAQUA_SANDGROUSE
SPC_PTEROIS_VOLITANS,BEAST_SPECIES,BEAST,R14,B04,BRD_RED_LIONFISH,EMBODIMENT_WEAPON_BODY_CONFLICT,OCEAN | COASTAL,CORAL_REEF | MANGROVE,SIMULATION_READY,EVD_JRN_R14_B01_SPC_PTEROIS_VOLITANS_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_PTEROIS_VOLITANS_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_PTEROIS_VOLITANS_TERRAIN_SPECIFIC_001,1,BRD_RED_LIONFISH
SPC_PTEROPUS_VAMPYRUS,BEAST_SPECIES,BEAST,R20,B03,BRD_LARGE_FLYING_FOX,BELONGING_COLONY_EXPRESSION,FOREST | COASTAL | BUILT_ENVIRONMENT,RAIN_FOREST | MANGROVE | ISLAND | CITY,SIMULATION_READY,EVD_JRN_R20_B01_SPC_PTEROPUS_VAMPYRUS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_PTEROPUS_VAMPYRUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_PTEROPUS_VAMPYRUS_TERRAIN_SPECIFIC_001,1,BRD_LARGE_FLYING_FOX
SPC_PTILOCERCUS_LOWII,BEAST_SPECIES,BEAST,R23,B24,BRD_PEN_TAILED_TREESHREW,FEAR_DEFENSIVE_DISPLAY_EXPRESSION,FOREST | BUILT_ENVIRONMENT,RAIN_FOREST | CANOPY | FARMLAND | VILLAGE,SIMULATION_READY,EVD_JRN_R23_B01_SPC_PTILOCERCUS_LOWII_PERSONALITY_ID_001 | EVD_JRN_R23_B01_SPC_PTILOCERCUS_LOWII_TERRAIN_BROAD_001 | EVD_JRN_R23_B01_SPC_PTILOCERCUS_LOWII_TERRAIN_SPECIFIC_001,1,BRD_PEN_TAILED_TREESHREW
SPC_PTILONORHYNCHUS_VIOLACEUS,BEAST_SPECIES,BEAST,R08,B21,BRD_SATIN_BOWERBIRD,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,FOREST | MOUNTAIN,RAIN_FOREST | WOODLAND | MONTANE_FOREST,SIMULATION_READY,EVD_JRN_R08_B01_SPC_PTILONORHYNCHUS_VIOLACEUS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_PTILONORHYNCHUS_VIOLACEUS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_PTILONORHYNCHUS_VIOLACEUS_TERRAIN_SPECIFIC_001,1,BRD_SATIN_BOWERBIRD
SPC_PUMA_CONCOLOR,BEAST_SPECIES,BEAST,R02,B05,BRD_PUMA_CONCOLOR_COUGAR,PATIENCE_STALKING_PATIENCE_EXPRESSION,MOUNTAIN | FOREST,WOODLAND | CANYON | CLIFF,SIMULATION_READY,EVD_JRN_R02_B02_SPC_PUMA_CONCOLOR_PERSONALITY_ID_001 | EVD_JRN_R02_B02_SPC_PUMA_CONCOLOR_TERRAIN_BROAD_001 | EVD_JRN_R02_B02_SPC_PUMA_CONCOLOR_TERRAIN_SPECIFIC_001,1,BRD_PUMA_CONCOLOR_COUGAR
SPC_PYGOCENTRUS_NATTERERI,BEAST_SPECIES,BEAST,R14,B04,BRD_RED_BELLIED_PIRANHA,EMBODIMENT_WEAPON_BODY_CONFLICT,FRESHWATER,RIVER | FLOODPLAIN | LAKE,SIMULATION_READY,EVD_JRN_R14_B01_SPC_PYGOCENTRUS_NATTERERI_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_PYGOCENTRUS_NATTERERI_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_PYGOCENTRUS_NATTERERI_TERRAIN_SPECIFIC_001,1,BRD_RED_BELLIED_PIRANHA
SPC_PYGOSCELIS_PAPUA,BEAST_SPECIES,BEAST,R01,B23,BRD_GENTOO_PENGUIN,DUTY_NEST_DUTY_EXPRESSION,POLAR_ICE | OCEAN | COASTAL,ISLAND,SIMULATION_READY,EVD_JRN_R01_B02_SPC_PYGOSCELIS_PAPUA_PERSONALITY_ID_001 | EVD_JRN_R01_B02_SPC_PYGOSCELIS_PAPUA_TERRAIN_BROAD_001 | EVD_JRN_R01_B02_SPC_PYGOSCELIS_PAPUA_TERRAIN_SPECIFIC_001,1,BRD_GENTOO_PENGUIN
SPC_PYTHON_BIVITTATUS,BEAST_SPECIES,BEAST,R25,B20,BRD_BURMESE_PYTHON,DUTY_NEST_DUTY_EXPRESSION,WETLAND | FRESHWATER | FOREST | GRASSLAND,MARSH | SWAMP | RIVER | WOODLAND | PRAIRIE,SIMULATION_READY,EVD_JRN_R25_B02_SPC_PYTHON_BIVITTATUS_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_PYTHON_BIVITTATUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_PYTHON_BIVITTATUS_TERRAIN_SPECIFIC_001,1,BRD_BURMESE_PYTHON
SPC_QUELEA_QUELEA,BEAST_SPECIES,BEAST,R08,B21,BRD_RED_BILLED_QUELEA,FORCE_SWARM_EXPRESSION,GRASSLAND,SAVANNA,SIMULATION_READY,EVD_JRN_R08_B01_SPC_QUELEA_QUELEA_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_QUELEA_QUELEA_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_QUELEA_QUELEA_TERRAIN_SPECIFIC_001,1,BRD_RED_BILLED_QUELEA
SPC_RABIDOSA_RABIDA,BEAST_SPECIES,BEAST,R25,B02,BRD_RABID_WOLF_SPIDER,DESIRE_COURTSHIP_DISPLAY_EXPRESSION,GRASSLAND,PRAIRIE | MEADOW,SIMULATION_READY,EVD_JRN_R25_B02_SPC_RABIDOSA_RABIDA_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_RABIDOSA_RABIDA_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_RABIDOSA_RABIDA_TERRAIN_SPECIFIC_001,1,BRD_RABID_WOLF_SPIDER
SPC_RACHYCENTRON_CANADUM,BEAST_SPECIES,BEAST,R14,B04,BRD_COBIA,HOSPITALITY_HOST_VERSUS_REALM_CONFLICT,OCEAN | COASTAL,PELAGIC | CORAL_REEF | MANGROVE,SIMULATION_READY,EVD_JRN_R14_B01_SPC_RACHYCENTRON_CANADUM_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_RACHYCENTRON_CANADUM_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_RACHYCENTRON_CANADUM_TERRAIN_SPECIFIC_001,1,BRD_COBIA
SPC_RALLUS_AQUATICUS,BEAST_SPECIES,BEAST,R01,B23,BRD_WATER_RAIL,EXPRESSION_VOCAL_EXPRESSION,WETLAND | FRESHWATER,MARSH,SIMULATION_READY,EVD_JRN_R01_B02_SPC_RALLUS_AQUATICUS_PERSONALITY_ID_001 | EVD_JRN_R01_B02_SPC_RALLUS_AQUATICUS_TERRAIN_BROAD_001 | EVD_JRN_R01_B02_SPC_RALLUS_AQUATICUS_TERRAIN_SPECIFIC_001,1,BRD_WATER_RAIL
SPC_RAMPHASTOS_SULFURATUS,BEAST_SPECIES,BEAST,R22,B13,BRD_KEEL_BILLED_TOUCAN,EXPRESSION_VOCAL_EXPRESSION,FOREST,RAIN_FOREST | CANOPY | FOREST_EDGE,SIMULATION_READY,EVD_JRN_R22_B01_SPC_RAMPHASTOS_SULFURATUS_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_RAMPHASTOS_SULFURATUS_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_RAMPHASTOS_SULFURATUS_TERRAIN_SPECIFIC_001,1,BRD_KEEL_BILLED_TOUCAN
SPC_RAMPHASTOS_TOCO,BEAST_SPECIES,BEAST,R22,B13,BRD_TOCO_TOUCAN,COOPERATION_GROUP_DEFENSE_EXPRESSION,FOREST | GRASSLAND | WETLAND,WOODLAND | SAVANNA | FOREST_EDGE | MARSH,SIMULATION_READY,EVD_JRN_R22_B01_SPC_RAMPHASTOS_TOCO_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_RAMPHASTOS_TOCO_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_RAMPHASTOS_TOCO_TERRAIN_SPECIFIC_001,1,BRD_TOCO_TOUCAN
SPC_RANGIFER_TARANDUS,BEAST_SPECIES,BEAST,R02,B08,BRD_REINDEER,PURPOSE_MIGRATION_PURPOSE_EXPRESSION,MOUNTAIN | GRASSLAND | FRESHWATER,TUNDRA | ALPINE | RIVER,SIMULATION_READY,EVD_JRN_R02_B02_SPC_RANGIFER_TARANDUS_PERSONALITY_ID_001 | EVD_JRN_R02_B02_SPC_RANGIFER_TARANDUS_TERRAIN_BROAD_001 | EVD_JRN_R02_B02_SPC_RANGIFER_TARANDUS_TERRAIN_SPECIFIC_001,1,BRD_REINDEER
SPC_RATTUS_NORVEGICUS,BEAST_SPECIES,BEAST,R20,B18,BRD_BROWN_RAT,CURIOSITY_PROBLEM_SOLVING_EXPRESSION,BUILT_ENVIRONMENT | WETLAND | FRESHWATER | SUBTERRANEAN,CITY | TUNNEL | RIVER | RUINS,SIMULATION_READY,EVD_JRN_R20_B01_SPC_RATTUS_NORVEGICUS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_RATTUS_NORVEGICUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_RATTUS_NORVEGICUS_TERRAIN_SPECIFIC_001,1,BRD_BROWN_RAT
SPC_RATUFA_INDICA,BEAST_SPECIES,BEAST,R20,B18,BRD_INDIAN_GIANT_SQUIRREL,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,FOREST,RAIN_FOREST | CANOPY | WOODLAND,SIMULATION_READY,EVD_JRN_R20_B01_SPC_RATUFA_INDICA_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_RATUFA_INDICA_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_RATUFA_INDICA_TERRAIN_SPECIFIC_001,1,BRD_INDIAN_GIANT_SQUIRREL
SPC_REVIVUS_DRAUGR,MYTHOS_SPECIES,MYTHOS,R05,M17,BRD_DRAUGR,GRIEF_GUARD_REMAINS_EXPRESSION,SUBTERRANEAN,SOIL,SIMULATION_READY,EVD_JRN_R05_B01_SPC_REVIVUS_DRAUGR_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_REVIVUS_DRAUGR_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_REVIVUS_DRAUGR_TERRAIN_SPECIFIC_001,1,BRD_DRAUGR
SPC_REVIVUS_EQUES,MYTHOS_SPECIES,MYTHOS,R05,M17,BRD_DEATH_KNIGHT,SELF_REGARD_SHAME_BOUND_FORM_CONFLICT,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R05_B01_SPC_REVIVUS_EQUES_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_REVIVUS_EQUES_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_REVIVUS_EQUES_TERRAIN_SPECIFIC_001,1,BRD_DEATH_KNIGHT
SPC_REVIVUS_LICH,MYTHOS_SPECIES,MYTHOS,R05,M17,BRD_LICH,CONTROL_BINDING_RITUAL_CONFLICT,BUILT_ENVIRONMENT | SUBTERRANEAN,RUINS,SIMULATION_READY,EVD_JRN_R05_B01_SPC_REVIVUS_LICH_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_REVIVUS_LICH_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_REVIVUS_LICH_TERRAIN_SPECIFIC_001,1,BRD_LICH
SPC_REVIVUS_MUMMY,MYTHOS_SPECIES,MYTHOS,R05,M17,BRD_MUMMY,MEANING_RITUAL_ACTION_EXPRESSION,BUILT_ENVIRONMENT | SUBTERRANEAN,GENERALIST,SIMULATION_READY,EVD_JRN_R05_B01_SPC_REVIVUS_MUMMY_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_REVIVUS_MUMMY_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_REVIVUS_MUMMY_TERRAIN_SPECIFIC_001,1,BRD_MUMMY
SPC_REVIVUS_REVENANT,MYTHOS_SPECIES,MYTHOS,R05,M17,BRD_REVENANT,FEAR_TERROR_INCARNATE_CONFLICT,BUILT_ENVIRONMENT | SUBTERRANEAN,SOIL,SIMULATION_READY,EVD_JRN_R05_B01_SPC_REVIVUS_REVENANT_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_REVIVUS_REVENANT_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_REVIVUS_REVENANT_TERRAIN_SPECIFIC_001,1,BRD_REVENANT
SPC_REVIVUS_WIGHT,MYTHOS_SPECIES,MYTHOS,R05,M17,BRD_WIGHT,GRIEF_GUARD_REMAINS_EXPRESSION,SUBTERRANEAN,SOIL,SIMULATION_READY,EVD_JRN_R05_B01_SPC_REVIVUS_WIGHT_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_REVIVUS_WIGHT_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_REVIVUS_WIGHT_TERRAIN_SPECIFIC_001,1,BRD_WIGHT
