evidenceId,researchUnitId,targetField,batchId,journalEntryId,researchedAt,sourceOpened,sourceUrl,sourceTitle,locator,boundedContext,sourceFact,normalizationBridge,generatedBy,citationId,sourceId,authorOrOrganization,publisher,stableUrlOrIdentifier,subjectAlignment,claimAlignment,citationBoundedContext,journalQuery,journalSearchResultChosen,journalActualOpenedUrl,journalAccepted,inheritedBreedCount,inheritedBreedIds
EVD_JRN_R22_B01_SPC_TARSIPES_ROSTRATUS_TERRAIN_SPECIFIC_001,SPC_TARSIPES_ROSTRATUS,terrainSpecific,R22_B01,JRN_R22_B01_SPC_TARSIPES_ROSTRATUS_TERRAIN_SPECIFIC_001,2026-08-19T23:59:15Z,true,https://en.wikipedia.org/wiki/Honey_possum,Honey possum,"Species account: distribution, habitat, and behavior",Honey possums depend almost entirely on nectar and pollen and act as pollinators while moving among flowering heath-like shrubland and woodland plants.,Honey possums depend almost entirely on nectar and pollen and act as pollinators while moving among flowering heath-like shrubland and woodland plants.,"Honey possums depend almost entirely on nectar and pollen and act as pollinators while moving among flowering heath-like shrubland and woodland plants. Normalized only to controlled terrainSpecific tokens: SCRUBLAND, WOODLAND, FLOWERING_HABITAT.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_TARSIPES_ROSTRATUS_TERRAIN_SPECIFIC_001,SRC_R22_B01_033,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Honey_possum,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Honey possums depend almost entirely on nectar and pollen and act as pollinators while moving among flowering heath-like shrubland and woodland plants.,Honey possum behavior ecology habitat,Honey possum,https://en.wikipedia.org/wiki/Honey_possum,true,1,BRD_HONEY_POSSUM
EVD_JRN_R22_B01_SPC_TAURACO_LEUCOTIS_PERSONALITY_ID_001,SPC_TAURACO_LEUCOTIS,personalityId,R22_B01,JRN_R22_B01_SPC_TAURACO_LEUCOTIS_PERSONALITY_ID_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/White-cheeked_turaco,White-cheeked turaco,"Species account: distribution, habitat, and behavior","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.","The opened exact-species account documents this behavior directly. It supports EXPRESSION_VOCAL_EXPRESSION as a direct behavior mapping, not a generic animal stereotype.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_TAURACO_LEUCOTIS_PERSONALITY_ID_001,SRC_R22_B01_072,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/White-cheeked_turaco,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.",White-cheeked turaco behavior ecology habitat,White-cheeked turaco,https://en.wikipedia.org/wiki/White-cheeked_turaco,true,1,BRD_WHITE_CHEEKED_TURACO
EVD_JRN_R22_B01_SPC_TAURACO_LEUCOTIS_TERRAIN_BROAD_001,SPC_TAURACO_LEUCOTIS,terrainBroad,R22_B01,JRN_R22_B01_SPC_TAURACO_LEUCOTIS_TERRAIN_BROAD_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/White-cheeked_turaco,White-cheeked turaco,"Species account: distribution, habitat, and behavior","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges. Normalized only to controlled terrainBroad tokens: FOREST, MOUNTAIN.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_TAURACO_LEUCOTIS_TERRAIN_BROAD_001,SRC_R22_B01_072,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/White-cheeked_turaco,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.",White-cheeked turaco behavior ecology habitat,White-cheeked turaco,https://en.wikipedia.org/wiki/White-cheeked_turaco,true,1,BRD_WHITE_CHEEKED_TURACO
EVD_JRN_R22_B01_SPC_TAURACO_LEUCOTIS_TERRAIN_SPECIFIC_001,SPC_TAURACO_LEUCOTIS,terrainSpecific,R22_B01,JRN_R22_B01_SPC_TAURACO_LEUCOTIS_TERRAIN_SPECIFIC_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/White-cheeked_turaco,White-cheeked turaco,"Species account: distribution, habitat, and behavior","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.","White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges. Normalized only to controlled terrainSpecific tokens: MONTANE_FOREST, CANOPY, FOREST_EDGE.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_TAURACO_LEUCOTIS_TERRAIN_SPECIFIC_001,SRC_R22_B01_072,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/White-cheeked_turaco,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"White-cheeked turacos maintain pair or group contact with loud calls in highland evergreen forest, wooded valleys, and forest edges.",White-cheeked turaco behavior ecology habitat,White-cheeked turaco,https://en.wikipedia.org/wiki/White-cheeked_turaco,true,1,BRD_WHITE_CHEEKED_TURACO
EVD_JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_PERSONALITY_ID_001,SPC_TRICHOSURUS_VULPECULA,personalityId,R22_B01,JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_PERSONALITY_ID_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Common_brushtail_possum,Common brushtail possum,"Species account: distribution, habitat, and behavior","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.","The opened exact-species account documents this behavior directly. It supports BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION as a direct behavior mapping, not a generic animal stereotype.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_PERSONALITY_ID_001,SRC_R22_B01_008,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_brushtail_possum,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.",Common brushtail possum behavior ecology habitat,Common brushtail possum,https://en.wikipedia.org/wiki/Common_brushtail_possum,true,1,BRD_COMMON_BRUSHTAIL_POSSUM
EVD_JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_TERRAIN_BROAD_001,SPC_TRICHOSURUS_VULPECULA,terrainBroad,R22_B01,JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_TERRAIN_BROAD_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Common_brushtail_possum,Common brushtail possum,"Species account: distribution, habitat, and behavior","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens. Normalized only to controlled terrainBroad tokens: FOREST, BUILT_ENVIRONMENT.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_TERRAIN_BROAD_001,SRC_R22_B01_008,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_brushtail_possum,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.",Common brushtail possum behavior ecology habitat,Common brushtail possum,https://en.wikipedia.org/wiki/Common_brushtail_possum,true,1,BRD_COMMON_BRUSHTAIL_POSSUM
EVD_JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_TERRAIN_SPECIFIC_001,SPC_TRICHOSURUS_VULPECULA,terrainSpecific,R22_B01,JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_TERRAIN_SPECIFIC_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Common_brushtail_possum,Common brushtail possum,"Species account: distribution, habitat, and behavior","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.","Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens. Normalized only to controlled terrainSpecific tokens: WOODLAND, CANOPY, CITY.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_TRICHOSURUS_VULPECULA_TERRAIN_SPECIFIC_001,SRC_R22_B01_008,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_brushtail_possum,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Common brushtail possums use scent and vocal signals around den and feeding ranges and occupy woodland canopy as well as parks, roofs, and urban gardens.",Common brushtail possum behavior ecology habitat,Common brushtail possum,https://en.wikipedia.org/wiki/Common_brushtail_possum,true,1,BRD_COMMON_BRUSHTAIL_POSSUM
EVD_JRN_R22_B01_SPC_VOMBATUS_URSINUS_PERSONALITY_ID_001,SPC_VOMBATUS_URSINUS,personalityId,R22_B01,JRN_R22_B01_SPC_VOMBATUS_URSINUS_PERSONALITY_ID_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Common_wombat,Common wombat,"Species account: distribution, habitat, and behavior","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.","The opened exact-species account documents this behavior directly. It supports CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION as a direct behavior mapping, not a generic animal stereotype.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_VOMBATUS_URSINUS_PERSONALITY_ID_001,SRC_R22_B01_014,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_wombat,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.",Common wombat behavior ecology habitat,Common wombat,https://en.wikipedia.org/wiki/Common_wombat,true,1,BRD_COMMON_WOMBAT
EVD_JRN_R22_B01_SPC_VOMBATUS_URSINUS_TERRAIN_BROAD_001,SPC_VOMBATUS_URSINUS,terrainBroad,R22_B01,JRN_R22_B01_SPC_VOMBATUS_URSINUS_TERRAIN_BROAD_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Common_wombat,Common wombat,"Species account: distribution, habitat, and behavior","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland. Normalized only to controlled terrainBroad tokens: FOREST, GRASSLAND, SUBTERRANEAN.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_VOMBATUS_URSINUS_TERRAIN_BROAD_001,SRC_R22_B01_014,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_wombat,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.",Common wombat behavior ecology habitat,Common wombat,https://en.wikipedia.org/wiki/Common_wombat,true,1,BRD_COMMON_WOMBAT
EVD_JRN_R22_B01_SPC_VOMBATUS_URSINUS_TERRAIN_SPECIFIC_001,SPC_VOMBATUS_URSINUS,terrainSpecific,R22_B01,JRN_R22_B01_SPC_VOMBATUS_URSINUS_TERRAIN_SPECIFIC_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Common_wombat,Common wombat,"Species account: distribution, habitat, and behavior","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.","Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland. Normalized only to controlled terrainSpecific tokens: WOODLAND, MEADOW, BURROW, TUNNEL.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_VOMBATUS_URSINUS_TERRAIN_SPECIFIC_001,SRC_R22_B01_014,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_wombat,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Common wombats excavate extensive burrow systems for shelter and emerge to graze in temperate forest, woodland, heath-like scrub, and grassland.",Common wombat behavior ecology habitat,Common wombat,https://en.wikipedia.org/wiki/Common_wombat,true,1,BRD_COMMON_WOMBAT
EVD_JRN_R22_B01_SPC_WALLABIA_BICOLOR_PERSONALITY_ID_001,SPC_WALLABIA_BICOLOR,personalityId,R22_B01,JRN_R22_B01_SPC_WALLABIA_BICOLOR_PERSONALITY_ID_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Swamp_wallaby,Swamp wallaby,"Species account: distribution, habitat, and behavior","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.","The opened exact-species account documents this behavior directly. It supports DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION as a direct behavior mapping, not a generic animal stereotype.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_WALLABIA_BICOLOR_PERSONALITY_ID_001,SRC_R22_B01_062,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Swamp_wallaby,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.",Swamp wallaby behavior ecology habitat,Swamp wallaby,https://en.wikipedia.org/wiki/Swamp_wallaby,true,1,BRD_SWAMP_WALLABY
EVD_JRN_R22_B01_SPC_WALLABIA_BICOLOR_TERRAIN_BROAD_001,SPC_WALLABIA_BICOLOR,terrainBroad,R22_B01,JRN_R22_B01_SPC_WALLABIA_BICOLOR_TERRAIN_BROAD_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Swamp_wallaby,Swamp wallaby,"Species account: distribution, habitat, and behavior","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter. Normalized only to controlled terrainBroad tokens: FOREST, WETLAND.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_WALLABIA_BICOLOR_TERRAIN_BROAD_001,SRC_R22_B01_062,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Swamp_wallaby,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.",Swamp wallaby behavior ecology habitat,Swamp wallaby,https://en.wikipedia.org/wiki/Swamp_wallaby,true,1,BRD_SWAMP_WALLABY
EVD_JRN_R22_B01_SPC_WALLABIA_BICOLOR_TERRAIN_SPECIFIC_001,SPC_WALLABIA_BICOLOR,terrainSpecific,R22_B01,JRN_R22_B01_SPC_WALLABIA_BICOLOR_TERRAIN_SPECIFIC_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Swamp_wallaby,Swamp wallaby,"Species account: distribution, habitat, and behavior","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.","Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter. Normalized only to controlled terrainSpecific tokens: SWAMP, WOODLAND, FOREST_EDGE, SCRUBLAND.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_WALLABIA_BICOLOR_TERRAIN_SPECIFIC_001,SRC_R22_B01_062,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Swamp_wallaby,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Swamp wallabies browse a broad plant diet in dense swamp margins, forest understorey, woodland, and scrub, using thick cover for shelter.",Swamp wallaby behavior ecology habitat,Swamp wallaby,https://en.wikipedia.org/wiki/Swamp_wallaby,true,1,BRD_SWAMP_WALLABY
EVD_JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_PERSONALITY_ID_001,SPC_WYULDA_SQUAMICAUDATA,personalityId,R22_B01,JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_PERSONALITY_ID_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Scaly-tailed_possum,Scaly-tailed possum,"Species account: distribution, habitat, and behavior",Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,"The opened exact-species account documents this behavior directly. It supports LAND_DOMAIN_BOUND_CONFLICT as a direct behavior mapping, not a generic animal stereotype.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_PERSONALITY_ID_001,SRC_R22_B01_054,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Scaly-tailed_possum,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,Scaly-tailed possum behavior ecology habitat,Scaly-tailed possum,https://en.wikipedia.org/wiki/Scaly-tailed_possum,true,1,BRD_SCALY_TAILED_POSSUM
EVD_JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_TERRAIN_BROAD_001,SPC_WYULDA_SQUAMICAUDATA,terrainBroad,R22_B01,JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_TERRAIN_BROAD_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Scaly-tailed_possum,Scaly-tailed possum,"Species account: distribution, habitat, and behavior",Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,"Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding. Normalized only to controlled terrainBroad tokens: MOUNTAIN, FOREST.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_TERRAIN_BROAD_001,SRC_R22_B01_054,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Scaly-tailed_possum,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,Scaly-tailed possum behavior ecology habitat,Scaly-tailed possum,https://en.wikipedia.org/wiki/Scaly-tailed_possum,true,1,BRD_SCALY_TAILED_POSSUM
EVD_JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_TERRAIN_SPECIFIC_001,SPC_WYULDA_SQUAMICAUDATA,terrainSpecific,R22_B01,JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_TERRAIN_SPECIFIC_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Scaly-tailed_possum,Scaly-tailed possum,"Species account: distribution, habitat, and behavior",Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,"Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding. Normalized only to controlled terrainSpecific tokens: CLIFF, CANYON, WOODLAND, CANOPY.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_WYULDA_SQUAMICAUDATA_TERRAIN_SPECIFIC_001,SRC_R22_B01_054,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Scaly-tailed_possum,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Scaly-tailed possums are restricted to rugged rocky ranges and use sandstone crevices and nearby woodland trees for denning and nocturnal feeding.,Scaly-tailed possum behavior ecology habitat,Scaly-tailed possum,https://en.wikipedia.org/wiki/Scaly-tailed_possum,true,1,BRD_SCALY_TAILED_POSSUM
EVD_JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_PERSONALITY_ID_001,SPC_ZAGLOSSUS_ATTENBOROUGHI,personalityId,R22_B01,JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_PERSONALITY_ID_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,Zaglossus attenboroughi,"Species account: distribution, habitat, and behavior",Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,"The opened exact-species account documents this behavior directly. It supports DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION as a direct behavior mapping, not a generic animal stereotype.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_PERSONALITY_ID_001,SRC_R22_B01_074,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,Zaglossus attenboroughi behavior ecology habitat,Zaglossus attenboroughi,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,true,1,BRD_SIR_DAVID_S_LONG_BEAKED_ECHIDNA
EVD_JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_TERRAIN_BROAD_001,SPC_ZAGLOSSUS_ATTENBOROUGHI,terrainBroad,R22_B01,JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_TERRAIN_BROAD_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,Zaglossus attenboroughi,"Species account: distribution, habitat, and behavior",Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,"Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea. Normalized only to controlled terrainBroad tokens: MOUNTAIN, FOREST, SUBTERRANEAN.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_TERRAIN_BROAD_001,SRC_R22_B01_074,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,Zaglossus attenboroughi behavior ecology habitat,Zaglossus attenboroughi,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,true,1,BRD_SIR_DAVID_S_LONG_BEAKED_ECHIDNA
EVD_JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_TERRAIN_SPECIFIC_001,SPC_ZAGLOSSUS_ATTENBOROUGHI,terrainSpecific,R22_B01,JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_TERRAIN_SPECIFIC_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,Zaglossus attenboroughi,"Species account: distribution, habitat, and behavior",Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,"Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea. Normalized only to controlled terrainSpecific tokens: MONTANE_FOREST, BURROW, SOIL.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_ZAGLOSSUS_ATTENBOROUGHI_TERRAIN_SPECIFIC_001,SRC_R22_B01_074,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Attenborough's long-beaked echidna probes mountain soil for earthworms and uses burrows in the high-elevation Cyclops Mountains of northern New Guinea.,Zaglossus attenboroughi behavior ecology habitat,Zaglossus attenboroughi,https://en.wikipedia.org/wiki/Zaglossus_attenboroughi,true,1,BRD_SIR_DAVID_S_LONG_BEAKED_ECHIDNA
EVD_JRN_R22_B01_SPC_ZAGLOSSUS_BRUIJNII_PERSONALITY_ID_001,SPC_ZAGLOSSUS_BRUIJNII,personalityId,R22_B01,JRN_R22_B01_SPC_ZAGLOSSUS_BRUIJNII_PERSONALITY_ID_001,2026-08-19T23:59:16Z,true,https://en.wikipedia.org/wiki/Western_long-beaked_echidna,Western long-beaked echidna,"Species account: distribution, habitat, and behavior",Western long-beaked echidnas are solitary nocturnal diggers that probe for earthworms in New Guinea highland and montane forest soils.,Western long-beaked echidnas are solitary nocturnal diggers that probe for earthworms in New Guinea highland and montane forest soils.,"The opened exact-species account documents this behavior directly. It supports DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION as a direct behavior mapping, not a generic animal stereotype.",BATCH_RESEARCH,CIT_JRN_R22_B01_SPC_ZAGLOSSUS_BRUIJNII_PERSONALITY_ID_001,SRC_R22_B01_071,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Western_long-beaked_echidna,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Western long-beaked echidnas are solitary nocturnal diggers that probe for earthworms in New Guinea highland and montane forest soils.,Western long-beaked echidna behavior ecology habitat,Western long-beaked echidna,https://en.wikipedia.org/wiki/Western_long-beaked_echidna,true,1,BRD_WESTERN_LONG_BEAKED_ECHIDNA
